,publishedAt,authorDisplayName,textDisplay,likeCount,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized
829,2024-08-10T10:33:40Z,@usertalk976,karena dia kan emang tinggi anaknya,0,"['karena', 'dia', 'kan', 'emang', 'tinggi', 'anaknya']",<FreqDist with 6 samples and 6 outcomes>,"['emang', 'anaknya']","['emang', 'anaknya']"
830,2024-08-10T09:59:04Z,@userhopeless4085,mas sandii mas sandiiiiii,0,"['mas', 'sandii', 'mas', 'sandiiiiii']",<FreqDist with 3 samples and 4 outcomes>,"['mas', 'sandii', 'mas', 'sandiiiiii']","['mas', 'sandii', 'mas', 'sandiiiiii']"
831,2024-08-10T09:58:52Z,@userhopeless4085,sandy pke  ya bkn ,0,"['sandy', 'pke', 'ya', 'bkn']",<FreqDist with 4 samples and 4 outcomes>,"['sandy', 'pke', 'ya', 'bkn']","['sandy', 'pke', 'ya', 'bkn']"
832,2024-08-10T09:58:31Z,@userhopeless4085,tersandy sandyy,0,"['tersandy', 'sandyy']",<FreqDist with 2 samples and 2 outcomes>,"['tersandy', 'sandyy']","['tersandy', 'sandy']"
833,2024-08-10T09:57:19Z,@tyuniedy304, href kak nessie belum selesai jelasin alasannya kenapa cuma nongol doang plisss kepo,0,"['href', 'kak', 'nessie', 'belum', 'selesai', 'jelasin', 'alasannya', 'kenapa', 'cuma', 'nongol', 'doang', 'plisss', 'kepo']",<FreqDist with 13 samples and 13 outcomes>,"['href', 'kak', 'nessie', 'selesai', 'jelasin', 'alasannya', 'nongol', 'doang', 'plisss', 'kepo']","['href', 'kakak', 'nessie', 'selesai', 'jelasin', 'alasannya', 'nongol', 'doang', 'plisss', 'kepo']"
834,2024-08-10T09:54:40Z,@NanaSarmilah-ei2px,jadi keinget juga sama cerita mama dulu jadi ceritanya tuh gini mamaku kan dulu tu ikut dance gtu kan nahh mamaku biasanya klo mau latihan bareng sma temennya yg sebelah rumah tpi kebetulan temen mamaku lgi ga enak badan jdinya mamaku berangkatnya sendirian aja awalnya siih biasa aja gtu nahh terus pas udh kelar latihannya mamaku pulang duluan tpi sebelun pulang mamaku ke toilet dlu tuh nah pas sampe di toiletnya mamaku ngerasa kyk ada yg ngikutin gtu trs kyk ada bayangan gtu di kaca tpi mamaku ga ladenin gtu nahh singkat cerita mamaku pulang lahh dianterin sma temennya tpi beda jauhh gtu lho rumahnya nahh pas mamaku mau jln ke rumah kebetulan di kawasan rumah tuu banyak bngt pohon trs ada sungai dan ada pohon beringin gtu nahh mamaku takut kan buat jalan trs mamaku berhenti dulu nii sambil tungguin orng klo ada yg mau jalan searah gtu lho nahh pas beberapa menit mamaku diem mamaku ngeliat lah ada satu cewe pake baju putih tpi ngadep ke sungai gtu tpi awalnya mamaku biasa aja ga mikir apaquot gtu trs mamaku nanya sma si cewe itu kata mamaku gini quotmisi mbakini mbak mau masuk ke sini jga yahh klo iyaa kita barengan ajaquot nahh si cewe ini gaada bales apaquot trs si cewe ini balik badan dan mamaku ngeliat mukanya tuhh kyk hancurr trs bnyak darahh gtu dan si cewe ini sambil teriakk bilangg quotkembalikann jiwakuuquot habis ngomong gtu si cewe ini terbang trs jdi gede gtu mamaku lari kencng bngt sambil bacaquot doa gtu nahhh sampe di persisiran sungai itu mamaku kyk ngerasa dipanggil tpi anehnya mamaku yg tdinya lari jdi kyk di hipnotis gtu nahh mamaku noleh ke arah sungai dan ga sempet mamaku ngeliat mamaku ditarik kesungai trs kyk di tenggelamin gtu di air sungainya mamaku bacaquot doa gtu trs mamaku ngeliat sosoknya tuhh semacam kyk nenekquot zaman dulu yg pake kebaya trs matanya putihh semua trs pas kejadian itu untungnya mamaku ketemu tuh di persisiran sungai itu tpi dalam keadaan ga sadarkan diribr semenjak itu rame bngt rumor yg bilang klo dulu tuhh ada nenekquot yg penjaga sungai itu katanyaa tpi dianya meninggal di sungaii itu tpi ada juga yg bilang nenek itu meninggal karna sakit tpi sampe sekarang aku juga gatau nenek itu meninggal karna apa brpokoknya serem bngtt klo keinget sama cerita mamaku,29,"['jadi', 'keinget', 'juga', 'sama', 'cerita', 'mama', 'dulu', 'jadi', 'ceritanya', 'tuh', 'gini', 'mamaku', 'kan', 'dulu', 'tu', 'ikut', 'dance', 'gtu', 'kan', 'nahh', 'mamaku', 'biasanya', 'klo', 'mau', 'latihan', 'bareng', 'sma', 'temennya', 'yg', 'sebelah', 'rumah', 'tpi', 'kebetulan', 'temen', 'mamaku', 'lgi', 'ga', 'enak', 'badan', 'jdinya', 'mamaku', 'berangkatnya', 'sendirian', 'aja', 'awalnya', 'siih', 'biasa', 'aja', 'gtu', 'nahh', 'terus', 'pas', 'udh', 'kelar', 'latihannya', 'mamaku', 'pulang', 'duluan', 'tpi', 'sebelun', 'pulang', 'mamaku', 'ke', 'toilet', 'dlu', 'tuh', 'nah', 'pas', 'sampe', 'di', 'toiletnya', 'mamaku', 'ngerasa', 'kyk', 'ada', 'yg', 'ngikutin', 'gtu', 'trs', 'kyk', 'ada', 'bayangan', 'gtu', 'di', 'kaca', 'tpi', 'mamaku', 'ga', 'ladenin', 'gtu', 'nahh', 'singkat', 'cerita', 'mamaku', 'pulang', 'lahh', 'dianterin', 'sma', 'temennya', 'tpi', 'beda', 'jauhh', 'gtu', 'lho', 'rumahnya', 'nahh', 'pas', 'mamaku', 'mau', 'jln', 'ke', 'rumah', 'kebetulan', 'di', 'kawasan', 'rumah', 'tuu', 'banyak', 'bngt', 'pohon', 'trs', 'ada', 'sungai', 'dan', 'ada', 'pohon', 'beringin', 'gtu', 'nahh', 'mamaku', 'takut', 'kan', 'buat', 'jalan', 'trs', 'mamaku', 'berhenti', 'dulu', 'nii', 'sambil', 'tungguin', 'orng', 'klo', 'ada', 'yg', 'mau', 'jalan', 'searah', 'gtu', 'lho', 'nahh', 'pas', 'beberapa', 'menit', 'mamaku', 'diem', 'mamaku', 'ngeliat', 'lah', 'ada', 'satu', 'cewe', 'pake', 'baju', 'putih', 'tpi', 'ngadep', 'ke', 'sungai', 'gtu', 'tpi', 'awalnya', 'mamaku', 'biasa', 'aja', 'ga', 'mikir', 'apaquot', 'gtu', 'trs', 'mamaku', 'nanya', 'sma', 'si', 'cewe', 'itu', 'kata', 'mamaku', 'gini', 'quotmisi', 'mbakini', 'mbak', 'mau', 'masuk', 'ke', 'sini', 'jga', 'yahh', 'klo', 'iyaa', 'kita', 'barengan', 'ajaquot', 'nahh', 'si', 'cewe', 'ini', 'gaada', 'bales', 'apaquot', 'trs', 'si', 'cewe', 'ini', 'balik', 'badan', 'dan', 'mamaku', 'ngeliat', 'mukanya', 'tuhh', 'kyk', 'hancurr', 'trs', 'bnyak', 'darahh', 'gtu', 'dan', 'si', 'cewe', 'ini', 'sambil', 'teriakk', 'bilangg', 'quotkembalikann', 'jiwakuuquot', 'habis', 'ngomong', 'gtu', 'si', 'cewe', 'ini', 'terbang', 'trs', 'jdi', 'gede', 'gtu', 'mamaku', 'lari', 'kencng', 'bngt', 'sambil', 'bacaquot', 'doa', 'gtu', 'nahhh', 'sampe', 'di', 'persisiran', 'sungai', 'itu', 'mamaku', 'kyk', 'ngerasa', 'dipanggil', 'tpi', 'anehnya', 'mamaku', 'yg', 'tdinya', 'lari', 'jdi', 'kyk', 'di', 'hipnotis', 'gtu', 'nahh', 'mamaku', 'noleh', 'ke', 'arah', 'sungai', 'dan', 'ga', 'sempet', 'mamaku', 'ngeliat', 'mamaku', 'ditarik', 'kesungai', 'trs', 'kyk', 'di', 'tenggelamin', 'gtu', 'di', 'air', 'sungainya', 'mamaku', 'bacaquot', 'doa', 'gtu', 'trs', 'mamaku', 'ngeliat', 'sosoknya', 'tuhh', 'semacam', 'kyk', 'nenekquot', 'zaman', 'dulu', 'yg', 'pake', 'kebaya', 'trs', 'matanya', 'putihh', 'semua', 'trs', 'pas', 'kejadian', 'itu', 'untungnya', 'mamaku', 'ketemu', 'tuh', 'di', 'persisiran', 'sungai', 'itu', 'tpi', 'dalam', 'keadaan', 'ga', 'sadarkan', 'diribr', 'semenjak', 'itu', 'rame', 'bngt', 'rumor', 'yg', 'bilang', 'klo', 'dulu', 'tuhh', 'ada', 'nenekquot', 'yg', 'penjaga', 'sungai', 'itu', 'katanyaa', 'tpi', 'dianya', 'meninggal', 'di', 'sungaii', 'itu', 'tpi', 'ada', 'juga', 'yg', 'bilang', 'nenek', 'itu', 'meninggal', 'karna', 'sakit', 'tpi', 'sampe', 'sekarang', 'aku', 'juga', 'gatau', 'nenek', 'itu', 'meninggal', 'karna', 'apa', 'brpokoknya', 'serem', 'bngtt', 'klo', 'keinget', 'sama', 'cerita', 'mamaku']",<FreqDist with 187 samples and 389 outcomes>,"['keinget', 'cerita', 'mama', 'ceritanya', 'tuh', 'gini', 'mamaku', 'tu', 'dance', 'gtu', 'nahh', 'mamaku', 'klo', 'latihan', 'bareng', 'sma', 'temennya', 'sebelah', 'rumah', 'tpi', 'temen', 'mamaku', 'lgi', 'enak', 'badan', 'jdinya', 'mamaku', 'berangkatnya', 'aja', 'siih', 'aja', 'gtu', 'nahh', 'udh', 'kelar', 'latihannya', 'mamaku', 'pulang', 'duluan', 'tpi', 'sebelun', 'pulang', 'mamaku', 'toilet', 'dlu', 'tuh', 'sampe', 'toiletnya', 'mamaku', 'ngerasa', 'kyk', 'ngikutin', 'gtu', 'trs', 'kyk', 'bayangan', 'gtu', 'kaca', 'tpi', 'mamaku', 'ladenin', 'gtu', 'nahh', 'singkat', 'cerita', 'mamaku', 'pulang', 'lahh', 'dianterin', 'sma', 'temennya', 'tpi', 'beda', 'jauhh', 'gtu', 'lho', 'rumahnya', 'nahh', 'mamaku', 'jln', 'rumah', 'kawasan', 'rumah', 'tuu', 'bngt', 'pohon', 'trs', 'sungai', 'pohon', 'beringin', 'gtu', 'nahh', 'mamaku', 'takut', 'jalan', 'trs', 'mamaku', 'berhenti', 'nii', 'tungguin', 'orng', 'klo', 'jalan', 'searah', 'gtu', 'lho', 'nahh', 'menit', 'mamaku', 'diem', 'mamaku', 'ngeliat', 'cewe', 'pake', 'baju', 'putih', 'tpi', 'ngadep', 'sungai', 'gtu', 'tpi', 'mamaku', 'aja', 'mikir', 'apaquot', 'gtu', 'trs', 'mamaku', 'nanya', 'sma', 'si', 'cewe', 'mamaku', 'gini', 'quotmisi', 'mbakini', 'mbak', 'masuk', 'jga', 'yahh', 'klo', 'iyaa', 'barengan', 'ajaquot', 'nahh', 'si', 'cewe', 'gaada', 'bales', 'apaquot', 'trs', 'si', 'cewe', 'badan', 'mamaku', 'ngeliat', 'mukanya', 'tuhh', 'kyk', 'hancurr', 'trs', 'bnyak', 'darahh', 'gtu', 'si', 'cewe', 'teriakk', 'bilangg', 'quotkembalikann', 'jiwakuuquot', 'habis', 'ngomong', 'gtu', 'si', 'cewe', 'terbang', 'trs', 'jdi', 'gede', 'gtu', 'mamaku', 'lari', 'kencng', 'bngt', 'bacaquot', 'doa', 'gtu', 'nahhh', 'sampe', 'persisiran', 'sungai', 'mamaku', 'kyk', 'ngerasa', 'dipanggil', 'tpi', 'anehnya', 'mamaku', 'tdinya', 'lari', 'jdi', 'kyk', 'hipnotis', 'gtu', 'nahh', 'mamaku', 'noleh', 'arah', 'sungai', 'sempet', 'mamaku', 'ngeliat', 'mamaku', 'ditarik', 'kesungai', 'trs', 'kyk', 'tenggelamin', 'gtu', 'air', 'sungainya', 'mamaku', 'bacaquot', 'doa', 'gtu', 'trs', 'mamaku', 'ngeliat', 'sosoknya', 'tuhh', 'kyk', 'nenekquot', 'zaman', 'pake', 'kebaya', 'trs', 'matanya', 'putihh', 'trs', 'kejadian', 'untungnya', 'mamaku', 'ketemu', 'tuh', 'persisiran', 'sungai', 'tpi', 'sadarkan', 'diribr', 'semenjak', 'rame', 'bngt', 'rumor', 'bilang', 'klo', 'tuhh', 'nenekquot', 'penjaga', 'sungai', 'katanyaa', 'tpi', 'dianya', 'meninggal', 'sungaii', 'tpi', 'bilang', 'nenek', 'meninggal', 'karna', 'sakit', 'tpi', 'sampe', 'gatau', 'nenek', 'meninggal', 'karna', 'brpokoknya', 'serem', 'bngtt', 'klo', 'keinget', 'cerita', 'mamaku']","['keinget', 'cerita', 'mama', 'ceritanya', 'itu', 'begini', 'mamaku', 'itu', 'dance', 'itu', 'nahh', 'mamaku', 'klo', 'latihan', 'bareng', 'dengan', 'temennya', 'sebelah', 'rumah', 'tpi', 'temen', 'mamaku', 'lagi', 'enak', 'badan', 'jdinya', 'mamaku', 'berangkatnya', 'aja', 'siih', 'aja', 'itu', 'nahh', 'sudah', 'kelar', 'latihannya', 'mamaku', 'pulang', 'duluan', 'tpi', 'sebelun', 'pulang', 'mamaku', 'toilet', 'dulu', 'itu', 'sampe', 'toiletnya', 'mamaku', 'ngerasa', 'kyk', 'ngikutin', 'itu', 'trs', 'kyk', 'bayangan', 'itu', 'kaca', 'tpi', 'mamaku', 'ladenin', 'itu', 'nahh', 'singkat', 'cerita', 'mamaku', 'pulang', 'lahh', 'dianterin', 'dengan', 'temennya', 'tpi', 'beda', 'jauhh', 'itu', 'lho', 'rumahnya', 'nahh', 'mamaku', 'jln', 'rumah', 'kawasan', 'rumah', 'tuu', 'banget', 'pohon', 'trs', 'sungai', 'pohon', 'beringin', 'itu', 'nahh', 'mamaku', 'takut', 'jalan', 'trs', 'mamaku', 'berhenti', 'nii', 'tungguin', 'orng', 'klo', 'jalan', 'searah', 'itu', 'lho', 'nahh', 'menit', 'mamaku', 'diem', 'mamaku', 'ngeliat', 'cewek', 'pake', 'baju', 'putih', 'tpi', 'ngadep', 'sungai', 'itu', 'tpi', 'mamaku', 'aja', 'mikir', 'apaquot', 'itu', 'trs', 'mamaku', 'nanya', 'dengan', 'si', 'cewek', 'mamaku', 'begini', 'quotmisi', 'mbakini', 'mbak', 'masuk', 'jga', 'yahh', 'klo', 'iyaa', 'barengan', 'ajaquot', 'nahh', 'si', 'cewek', 'gaada', 'bales', 'apaquot', 'trs', 'si', 'cewek', 'badan', 'mamaku', 'ngeliat', 'mukanya', 'tuhh', 'kyk', 'hancurr', 'trs', 'bnyak', 'darahh', 'itu', 'si', 'cewek', 'teriakk', 'bilangg', 'quotkembalikann', 'jiwakuuquot', 'habis', 'ngomong', 'itu', 'si', 'cewek', 'terbang', 'trs', 'jadi', 'besar', 'itu', 'mamaku', 'lari', 'kencng', 'banget', 'bacaquot', 'doa', 'itu', 'nahhh', 'sampe', 'persisiran', 'sungai', 'mamaku', 'kyk', 'ngerasa', 'dipanggil', 'tpi', 'anehnya', 'mamaku', 'tdinya', 'lari', 'jadi', 'kyk', 'hipnotis', 'itu', 'nahh', 'mamaku', 'noleh', 'arah', 'sungai', 'sempet', 'mamaku', 'ngeliat', 'mamaku', 'ditarik', 'kesungai', 'trs', 'kyk', 'tenggelamin', 'itu', 'air', 'sungainya', 'mamaku', 'bacaquot', 'doa', 'itu', 'trs', 'mamaku', 'ngeliat', 'sosoknya', 'tuhh', 'kyk', 'nenekquot', 'zaman', 'pake', 'kebaya', 'trs', 'matanya', 'putihh', 'trs', 'kejadian', 'untungnya', 'mamaku', 'ketemu', 'itu', 'persisiran', 'sungai', 'tpi', 'sadarkan', 'diribr', 'semenjak', 'rame', 'banget', 'rumor', 'bilang', 'klo', 'tuhh', 'nenekquot', 'penjaga', 'sungai', 'katanyaa', 'tpi', 'dianya', 'meninggal', 'sungaii', 'tpi', 'bilang', 'nenek', 'meninggal', 'karna', 'sakit', 'tpi', 'sampe', 'gatau', 'nenek', 'meninggal', 'karna', 'brpokoknya', 'serem', 'bngtt', 'klo', 'keinget', 'cerita', 'mamaku']"
835,2024-08-10T09:53:42Z,@Nganjuk011-o4g,wow,0,['wow'],<FreqDist with 1 samples and 1 outcomes>,['wow'],['wow']
836,2024-08-10T09:50:15Z,@hiitsnanahere,aku ngerasa makin kesini org smakin concern selective terhadap siapa yg perlu dikasi panggung iyagasi hopefully we can carry on this way,10,"['aku', 'ngerasa', 'makin', 'kesini', 'org', 'smakin', 'concern', 'selective', 'terhadap', 'siapa', 'yg', 'perlu', 'dikasi', 'panggung', 'iyagasi', 'hopefully', 'we', 'can', 'carry', 'on', 'this', 'way']",<FreqDist with 22 samples and 22 outcomes>,"['ngerasa', 'kesini', 'org', 'smakin', 'concern', 'selective', 'dikasi', 'panggung', 'iyagasi', 'hopefully', 'we', 'can', 'carry', 'on', 'this', 'way']","['ngerasa', 'kesini', 'orang', 'smakin', 'concern', 'selective', 'dikasi', 'panggung', 'iyagasi', 'hopefully', 'we', 'can', 'carry', 'on', 'this', 'way']"
837,2024-08-11T03:24:32Z,@idacahyadiniarti6033,yesss semoga generasi ke depan semakin selektif yg di kasi panggung jangan viral yg gak mutu,1,"['yesss', 'semoga', 'generasi', 'ke', 'depan', 'semakin', 'selektif', 'yg', 'di', 'kasi', 'panggung', 'jangan', 'viral', 'yg', 'gak', 'mutu']",<FreqDist with 15 samples and 16 outcomes>,"['yesss', 'semoga', 'generasi', 'selektif', 'kasi', 'panggung', 'viral', 'gak', 'mutu']","['yesss', 'semoga', 'generasi', 'selektif', 'kasi', 'panggung', 'viral', 'tidak', 'mutu']"
838,2024-08-10T09:47:56Z,@warisma,kak dulu pas di pesantren aku ada kesurupan masal,0,"['kak', 'dulu', 'pas', 'di', 'pesantren', 'aku', 'ada', 'kesurupan', 'masal']",<FreqDist with 9 samples and 9 outcomes>,"['kak', 'pesantren', 'kesurupan', 'masal']","['kakak', 'pesantren', 'kesurupan', 'masal']"
839,2024-08-10T09:47:52Z,@lilaifi,sandy bikin channel youtube tanpa edit pun tdk apa apa,0,"['sandy', 'bikin', 'channel', 'youtube', 'tanpa', 'edit', 'pun', 'tdk', 'apa', 'apa']",<FreqDist with 9 samples and 10 outcomes>,"['sandy', 'bikin', 'channel', 'youtube', 'edit', 'tdk']","['sandy', 'bikin', 'channel', 'youtube', 'edit', 'tdk']"
840,2024-08-10T09:44:55Z,@NurulHidayah-nz1xh,itu kayak hantu di library kampus itb yg cewek suka sengaja jatohin bukunya terus bilang quotkamu mau pulang atau sudah tauquot,0,"['itu', 'kayak', 'hantu', 'di', 'library', 'kampus', 'itb', 'yg', 'cewek', 'suka', 'sengaja', 'jatohin', 'bukunya', 'terus', 'bilang', 'quotkamu', 'mau', 'pulang', 'atau', 'sudah', 'tauquot']",<FreqDist with 21 samples and 21 outcomes>,"['kayak', 'hantu', 'library', 'kampus', 'itb', 'cewek', 'suka', 'sengaja', 'jatohin', 'bukunya', 'bilang', 'quotkamu', 'pulang', 'tauquot']","['kayak', 'hantu', 'library', 'kampus', 'itb', 'cewek', 'suka', 'sengaja', 'jatohin', 'bukunya', 'bilang', 'quotkamu', 'pulang', 'tauquot']"
841,2024-08-10T09:43:53Z,@Apink2317,baby ama rokstarrr,0,"['baby', 'ama', 'rokstarrr']",<FreqDist with 3 samples and 3 outcomes>,"['baby', 'ama', 'rokstarrr']","['baby', 'dengan', 'rokstarrr']"
842,2024-08-10T09:42:47Z,@adistichannel5354,siapa yang ngerasa ini nerror gak seram malah asik dan lucu karena sandy,1,"['siapa', 'yang', 'ngerasa', 'ini', 'nerror', 'gak', 'seram', 'malah', 'asik', 'dan', 'lucu', 'karena', 'sandy']",<FreqDist with 13 samples and 13 outcomes>,"['ngerasa', 'nerror', 'gak', 'seram', 'asik', 'lucu', 'sandy']","['ngerasa', 'nerror', 'tidak', 'seram', 'asik', 'lucu', 'sandy']"
843,2024-08-10T09:39:07Z,@ant_TeuHi,aku nonton nya lagi sendiri udah merinding denger cerita nyaa tapi sandy sama ka nessie ngebawanya ada kocak nya jadi ga terlalu takut hehehe bisa nonton sampai habis,2,"['aku', 'nonton', 'nya', 'lagi', 'sendiri', 'udah', 'merinding', 'denger', 'cerita', 'nyaa', 'tapi', 'sandy', 'sama', 'ka', 'nessie', 'ngebawanya', 'ada', 'kocak', 'nya', 'jadi', 'ga', 'terlalu', 'takut', 'hehehe', 'bisa', 'nonton', 'sampai', 'habis']",<FreqDist with 26 samples and 28 outcomes>,"['nonton', 'udah', 'merinding', 'denger', 'cerita', 'nyaa', 'sandy', 'ka', 'nessie', 'ngebawanya', 'kocak', 'takut', 'hehehe', 'nonton', 'habis']","['nonton', 'udah', 'merinding', 'dengar', 'cerita', 'nyaa', 'sandy', 'kakak', 'nessie', 'ngebawanya', 'kocak', 'takut', 'hehehe', 'nonton', 'habis']"
844,2024-08-10T09:38:43Z,@shafaghaidacahayania522,tbtb bgtt,0,"['tbtb', 'bgtt']",<FreqDist with 2 samples and 2 outcomes>,"['tbtb', 'bgtt']","['tbtb', 'banget']"
845,2024-08-10T09:37:35Z,@andrezahn9398,nessie keren attitdenya sabar bgt hadepin tamu nya,0,"['nessie', 'keren', 'attitdenya', 'sabar', 'bgt', 'hadepin', 'tamu', 'nya']",<FreqDist with 8 samples and 8 outcomes>,"['nessie', 'keren', 'attitdenya', 'sabar', 'bgt', 'hadepin', 'tamu']","['nessie', 'keren', 'attitdenya', 'sabar', 'banget', 'hadepin', 'tamu']"
846,2024-08-10T09:39:49Z,@qurrotaayun5766,yasss aku juga notice inibrkak nessie selalu down to earth dan perhatian banget ke gusetnya bener memberi mereka ruangggbrbangga banget sama kak nessie luvss kak nessie banyak banyakkk,1,"['yasss', 'aku', 'juga', 'notice', 'inibrkak', 'nessie', 'selalu', 'down', 'to', 'earth', 'dan', 'perhatian', 'banget', 'ke', 'gusetnya', 'bener', 'memberi', 'mereka', 'ruangggbrbangga', 'banget', 'sama', 'kak', 'nessie', 'luvss', 'kak', 'nessie', 'banyak', 'banyakkk']",<FreqDist with 24 samples and 28 outcomes>,"['yasss', 'notice', 'inibrkak', 'nessie', 'down', 'to', 'earth', 'perhatian', 'gusetnya', 'bener', 'ruangggbrbangga', 'kak', 'nessie', 'luvss', 'kak', 'nessie', 'banyakkk']","['yasss', 'notice', 'inibrkak', 'nessie', 'down', 'to', 'earth', 'perhatian', 'gusetnya', 'bener', 'ruangggbrbangga', 'kakak', 'nessie', 'luvss', 'kakak', 'nessie', 'banyakkk']"
847,2024-08-10T09:35:36Z,@liliscahyani3557, href  href  href  href  href  href  href  href  href  href  href  href untuk semua varian sambel ap  bu nunggu di tunggu ya gan bisa kak dewi pertiwi tak wa mb  href  href  href  href,1,"['href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'untuk', 'semua', 'varian', 'sambel', 'ap', 'bu', 'nunggu', 'di', 'tunggu', 'ya', 'gan', 'bisa', 'kak', 'dewi', 'pertiwi', 'tak', 'wa', 'mb', 'href', 'href', 'href', 'href']",<FreqDist with 19 samples and 34 outcomes>,"['href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'varian', 'sambel', 'ap', 'bu', 'nunggu', 'tunggu', 'ya', 'gan', 'kak', 'dewi', 'pertiwi', 'wa', 'mb', 'href', 'href', 'href', 'href']","['href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'href', 'varian', 'sambel', 'ap', 'bu', 'nunggu', 'tunggu', 'ya', 'gan', 'kakak', 'dewi', 'pertiwi', 'wa', 'mb', 'href', 'href', 'href', 'href']"
848,2024-08-10T09:36:17Z,@liliscahyani3557,tytytttyfhdvvrgrhehtejtjjtejhtehtehfebtebtebbrggebgebt,1,['tytytttyfhdvvrgrhehtejtjjtejhtehtehfebtebtebbrggebgebt'],<FreqDist with 1 samples and 1 outcomes>,['tytytttyfhdvvrgrhehtejtjjtejhtehtehfebtebtebbrggebgebt'],['tytytttyfhdvvrgrhehtejtjjtejhtehtehfebtebtebbrggebgebt']
849,2024-08-10T09:37:41Z,@liliscahyani3557,qwtdqyvivdsygdrugsryfru urdrugffyut bisa mb insyaallah bikin heboh xvbfbsvrffffdffg,0,"['qwtdqyvivdsygdrugsryfru', 'urdrugffyut', 'bisa', 'mb', 'insyaallah', 'bikin', 'heboh', 'xvbfbsvrffffdffg']",<FreqDist with 8 samples and 8 outcomes>,"['qwtdqyvivdsygdrugsryfru', 'urdrugffyut', 'mb', 'insyaallah', 'bikin', 'heboh', 'xvbfbsvrffffdffg']","['qwtdqyvivdsygdrugsryfru', 'urdrugffyut', 'mb', 'insyaallah', 'bikin', 'heboh', 'xvbfbsvrffffdffg']"
850,2024-08-10T09:32:59Z,@RioMajore02,ada lawak nya dikit ya ges hhh,0,"['ada', 'lawak', 'nya', 'dikit', 'ya', 'ges', 'hhh']",<FreqDist with 7 samples and 7 outcomes>,"['lawak', 'dikit', 'ya', 'ges', 'hhh']","['lawak', 'dikit', 'ya', 'ges', 'hhh']"
851,2024-08-10T09:32:35Z,@alfianramadhani1793,tulang lunak anjir,0,"['tulang', 'lunak', 'anjir']",<FreqDist with 3 samples and 3 outcomes>,"['tulang', 'lunak', 'anjir']","['tulang', 'lunak', 'anjir']"
852,2024-08-10T09:38:27Z,@theabiyyu,sdm rendah komen nih,2,"['sdm', 'rendah', 'komen', 'nih']",<FreqDist with 4 samples and 4 outcomes>,"['sdm', 'rendah', 'komen', 'nih']","['sdm', 'rendah', 'komen', 'nih']"
853,2024-08-10T19:23:27Z,@musdalifahputri3968,si paling tau emang  siapanya,0,"['si', 'paling', 'tau', 'emang', 'siapanya']",<FreqDist with 5 samples and 5 outcomes>,"['si', 'tau', 'emang', 'siapanya']","['si', 'tahu', 'emang', 'siapanya']"
854,2024-08-10T09:28:10Z,@qadrunkhairina5046,ga pernah nonton nerror karna takut but ini bener first time karna ada sandy,2,"['ga', 'pernah', 'nonton', 'nerror', 'karna', 'takut', 'but', 'ini', 'bener', 'first', 'time', 'karna', 'ada', 'sandy']",<FreqDist with 13 samples and 14 outcomes>,"['nonton', 'nerror', 'karna', 'takut', 'but', 'bener', 'first', 'time', 'karna', 'sandy']","['nonton', 'nerror', 'karna', 'takut', 'but', 'bener', 'first', 'time', 'karna', 'sandy']"
855,2024-08-10T09:22:11Z,@briovanmerlin2408,paling ngeri tuh jumlah saldo di atm,1,"['paling', 'ngeri', 'tuh', 'jumlah', 'saldo', 'di', 'atm']",<FreqDist with 7 samples and 7 outcomes>,"['ngeri', 'tuh', 'saldo', 'atm']","['ngeri', 'itu', 'saldo', 'atm']"
856,2024-08-10T09:21:27Z,@userhopeless4085,senyors ramein trusss sampai pucuk,0,"['senyors', 'ramein', 'trusss', 'sampai', 'pucuk']",<FreqDist with 5 samples and 5 outcomes>,"['senyors', 'ramein', 'trusss', 'pucuk']","['senyors', 'ramein', 'trusss', 'pucuk']"
857,2024-08-10T09:20:31Z,@adindachelsea7698,sandy,0,['sandy'],<FreqDist with 1 samples and 1 outcomes>,['sandy'],['sandy']
858,2024-08-10T09:19:54Z,@userhopeless4085,datang lg untuk melapor sekarang udh trend no guys,1,"['datang', 'lg', 'untuk', 'melapor', 'sekarang', 'udh', 'trend', 'no', 'guys']",<FreqDist with 9 samples and 9 outcomes>,"['lg', 'melapor', 'udh', 'trend', 'no', 'guys']","['lg', 'melapor', 'sudah', 'trend', 'no', 'guys']"
